Ride,Date/Time,Wait Time
Mickey & Minnie's Runaway Railway,2023-02-03 08:40:17,18
Mickey & Minnie's Runaway Railway,2023-02-03 08:45:16,21
Mickey & Minnie's Runaway Railway,2023-02-03 08:50:17,23
Mickey & Minnie's Runaway Railway,2023-02-03 08:55:16,25
Mickey & Minnie's Runaway Railway,2023-02-03 09:00:16,29
Mickey & Minnie's Runaway Railway,2023-02-03 09:05:16,31
Mickey & Minnie's Runaway Railway,2023-02-03 09:10:16,33
Mickey & Minnie's Runaway Railway,2023-02-03 09:15:16,37
Mickey & Minnie's Runaway Railway,2023-02-03 09:20:17,39
Mickey & Minnie's Runaway Railway,2023-02-03 09:25:17,42
Mickey & Minnie's Runaway Railway,2023-02-03 09:30:17,45
Mickey & Minnie's Runaway Railway,2023-02-03 09:35:16,47
Mickey & Minnie's Runaway Railway,2023-02-03 09:40:16,50
Mickey & Minnie's Runaway Railway,2023-02-03 09:45:16,52
Mickey & Minnie's Runaway Railway,2023-02-03 09:50:16,55
Mickey & Minnie's Runaway Railway,2023-02-03 09:55:17,57
Mickey & Minnie's Runaway Railway,2023-02-03 10:00:16,60
Mickey & Minnie's Runaway Railway,2023-02-03 10:05:16,61
Mickey & Minnie's Runaway Railway,2023-02-03 10:10:16,63
Mickey & Minnie's Runaway Railway,2023-02-03 10:15:16,65
Mickey & Minnie's Runaway Railway,2023-02-03 10:20:17,66
Mickey & Minnie's Runaway Railway,2023-02-03 10:25:16,67
Mickey & Minnie's Runaway Railway,2023-02-03 10:30:16,68
Mickey & Minnie's Runaway Railway,2023-02-03 10:35:17,69
Mickey & Minnie's Runaway Railway,2023-02-03 10:40:16,70
Mickey & Minnie's Runaway Railway,2023-02-03 10:45:17,71
Mickey & Minnie's Runaway Railway,2023-02-03 10:50:16,72
Mickey & Minnie's Runaway Railway,2023-02-03 10:55:16,73
Mickey & Minnie's Runaway Railway,2023-02-03 11:00:16,73
Mickey & Minnie's Runaway Railway,2023-02-03 11:05:17,74
Mickey & Minnie's Runaway Railway,2023-02-03 11:10:16,75
Mickey & Minnie's Runaway Railway,2023-02-03 11:15:16,76
Mickey & Minnie's Runaway Railway,2023-02-03 11:20:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:25:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:30:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:35:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:40:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:45:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:50:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 11:55:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 12:00:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 12:05:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 12:10:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 12:15:16,77
Mickey & Minnie's Runaway Railway,2023-02-03 12:45:16,78
Mickey & Minnie's Runaway Railway,2023-02-03 12:50:16,81
Mickey & Minnie's Runaway Railway,2023-02-03 12:55:16,82
Mickey & Minnie's Runaway Railway,2023-02-03 13:05:16,84
Mickey & Minnie's Runaway Railway,2023-02-03 13:10:17,88
Mickey & Minnie's Runaway Railway,2023-02-03 13:15:17,89
Mickey & Minnie's Runaway Railway,2023-02-03 13:20:16,90
Mickey & Minnie's Runaway Railway,2023-02-03 13:25:17,94
Mickey & Minnie's Runaway Railway,2023-02-03 13:30:17,96
Mickey & Minnie's Runaway Railway,2023-02-03 13:35:17,97
Mickey & Minnie's Runaway Railway,2023-02-03 13:40:17,100
Mickey & Minnie's Runaway Railway,2023-02-03 13:45:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 13:50:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 13:55:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:00:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:05:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:10:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:15:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:20:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:25:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:30:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:35:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:40:16,102
Mickey & Minnie's Runaway Railway,2023-02-03 14:50:16,105
Mickey & Minnie's Runaway Railway,2023-02-03 14:55:16,106
Mickey & Minnie's Runaway Railway,2023-02-03 15:00:16,108
Mickey & Minnie's Runaway Railway,2023-02-03 15:05:16,110
Mickey & Minnie's Runaway Railway,2023-02-03 15:10:16,111
Mickey & Minnie's Runaway Railway,2023-02-03 15:15:16,113
Mickey & Minnie's Runaway Railway,2023-02-03 15:20:16,114
Mickey & Minnie's Runaway Railway,2023-02-03 15:25:16,115
Mickey & Minnie's Runaway Railway,2023-02-03 15:30:16,115
Mickey & Minnie's Runaway Railway,2023-02-03 15:35:16,116
Mickey & Minnie's Runaway Railway,2023-02-03 15:40:17,117
Mickey & Minnie's Runaway Railway,2023-02-03 15:45:17,118
Mickey & Minnie's Runaway Railway,2023-02-03 15:50:16,118
Mickey & Minnie's Runaway Railway,2023-02-03 15:55:16,119
Mickey & Minnie's Runaway Railway,2023-02-03 16:00:16,119
Mickey & Minnie's Runaway Railway,2023-02-03 16:05:17,119
Mickey & Minnie's Runaway Railway,2023-02-03 16:10:17,120
Mickey & Minnie's Runaway Railway,2023-02-03 16:15:17,120
Mickey & Minnie's Runaway Railway,2023-02-03 16:20:16,120
Mickey & Minnie's Runaway Railway,2023-02-03 16:25:16,121
Mickey & Minnie's Runaway Railway,2023-02-03 16:30:17,121
Mickey & Minnie's Runaway Railway,2023-02-03 16:35:16,121
Mickey & Minnie's Runaway Railway,2023-02-03 16:40:16,122
Mickey & Minnie's Runaway Railway,2023-02-03 16:45:16,123
Mickey & Minnie's Runaway Railway,2023-02-03 16:50:16,123
Mickey & Minnie's Runaway Railway,2023-02-03 16:55:16,123
Mickey & Minnie's Runaway Railway,2023-02-03 17:00:17,124
Mickey & Minnie's Runaway Railway,2023-02-03 17:05:16,125
Mickey & Minnie's Runaway Railway,2023-02-03 17:10:16,126
Mickey & Minnie's Runaway Railway,2023-02-03 17:15:17,127
Mickey & Minnie's Runaway Railway,2023-02-03 17:20:17,127
Mickey & Minnie's Runaway Railway,2023-02-03 17:25:17,128
Mickey & Minnie's Runaway Railway,2023-02-03 17:30:16,129
Mickey & Minnie's Runaway Railway,2023-02-03 17:35:16,129
Mickey & Minnie's Runaway Railway,2023-02-03 17:40:16,130
Mickey & Minnie's Runaway Railway,2023-02-03 17:45:16,131
Mickey & Minnie's Runaway Railway,2023-02-03 17:50:17,132
Mickey & Minnie's Runaway Railway,2023-02-03 17:55:16,133
Mickey & Minnie's Runaway Railway,2023-02-03 18:00:16,133
Mickey & Minnie's Runaway Railway,2023-02-03 18:05:16,134
Mickey & Minnie's Runaway Railway,2023-02-03 18:10:16,135
Mickey & Minnie's Runaway Railway,2023-02-03 18:15:16,136
