Ride,Date/Time,Wait Time
Haunted Mansion Holiday,2024-08-02 21:35:11,293
Haunted Mansion Holiday,2024-08-02 21:40:12,296
Haunted Mansion Holiday,2024-08-02 21:45:12,300
Haunted Mansion Holiday,2024-08-02 21:50:12,303
Haunted Mansion Holiday,2024-08-02 21:55:11,305
Haunted Mansion Holiday,2024-08-02 22:00:11,307
Haunted Mansion Holiday,2024-08-02 22:05:11,308
Haunted Mansion Holiday,2024-08-02 22:10:11,309
Haunted Mansion Holiday,2024-08-02 22:15:12,312
Haunted Mansion Holiday,2024-08-02 22:20:11,313
Haunted Mansion Holiday,2024-08-02 22:25:11,315
Haunted Mansion Holiday,2024-08-02 22:30:11,317
Haunted Mansion Holiday,2024-08-02 22:35:11,319
Haunted Mansion Holiday,2024-08-02 22:40:11,321
Haunted Mansion Holiday,2024-08-02 22:45:12,322
Haunted Mansion Holiday,2024-08-02 22:50:11,324
Haunted Mansion Holiday,2024-08-02 22:55:11,326
Haunted Mansion Holiday,2024-08-02 23:00:12,330
Haunted Mansion Holiday,2024-08-02 23:05:11,330
Haunted Mansion Holiday,2024-08-02 23:10:12,330
Haunted Mansion Holiday,2024-08-02 23:15:11,330
Haunted Mansion Holiday,2024-08-02 23:20:12,330
Haunted Mansion Holiday,2024-08-02 23:25:12,330
Haunted Mansion Holiday,2024-08-02 23:30:11,330
Haunted Mansion Holiday,2024-08-02 23:35:11,330
Haunted Mansion Holiday,2024-08-02 23:40:12,330
Haunted Mansion Holiday,2024-08-02 23:45:11,330
Haunted Mansion Holiday,2024-08-02 23:50:11,330
Haunted Mansion Holiday,2024-08-02 23:55:12,330
Haunted Mansion Holiday,2024-08-03 08:20:11,6
Haunted Mansion Holiday,2024-08-03 08:25:12,8
Haunted Mansion Holiday,2024-08-03 08:30:11,9
Haunted Mansion Holiday,2024-08-03 08:35:11,12
Haunted Mansion Holiday,2024-08-03 08:40:11,13
Haunted Mansion Holiday,2024-08-03 08:45:11,14
Haunted Mansion Holiday,2024-08-03 08:50:12,15
Haunted Mansion Holiday,2024-08-03 08:55:12,18
Haunted Mansion Holiday,2024-08-03 09:00:11,19
Haunted Mansion Holiday,2024-08-03 09:05:12,21
Haunted Mansion Holiday,2024-08-03 09:10:11,22
Haunted Mansion Holiday,2024-08-03 09:15:11,23
Haunted Mansion Holiday,2024-08-03 09:20:11,25
Haunted Mansion Holiday,2024-08-03 09:25:12,27
Haunted Mansion Holiday,2024-08-03 09:30:11,28
Haunted Mansion Holiday,2024-08-03 09:35:12,29
Haunted Mansion Holiday,2024-08-03 09:40:11,29
Haunted Mansion Holiday,2024-08-03 09:45:11,29
Haunted Mansion Holiday,2024-08-03 09:50:11,33
Haunted Mansion Holiday,2024-08-03 09:55:11,34
Haunted Mansion Holiday,2024-08-03 10:00:12,35
Haunted Mansion Holiday,2024-08-03 10:05:11,37
Haunted Mansion Holiday,2024-08-03 10:10:11,38
Haunted Mansion Holiday,2024-08-03 10:15:12,39
Haunted Mansion Holiday,2024-08-03 10:20:12,40
Haunted Mansion Holiday,2024-08-03 10:25:11,42
Haunted Mansion Holiday,2024-08-03 10:30:12,43
Haunted Mansion Holiday,2024-08-03 10:35:12,44
Haunted Mansion Holiday,2024-08-03 10:40:12,45
Haunted Mansion Holiday,2024-08-03 10:45:11,46
Haunted Mansion Holiday,2024-08-03 10:50:11,48
Haunted Mansion Holiday,2024-08-03 10:55:12,51
Haunted Mansion Holiday,2024-08-03 11:00:12,53
Haunted Mansion Holiday,2024-08-03 11:05:12,55
Haunted Mansion Holiday,2024-08-03 11:10:12,57
Haunted Mansion Holiday,2024-08-03 11:15:11,59
Haunted Mansion Holiday,2024-08-03 11:20:11,61
Haunted Mansion Holiday,2024-08-03 11:25:11,64
Haunted Mansion Holiday,2024-08-03 11:30:11,66
Haunted Mansion Holiday,2024-08-03 11:35:12,69
Haunted Mansion Holiday,2024-08-03 11:40:12,71
Haunted Mansion Holiday,2024-08-03 11:45:12,73
Haunted Mansion Holiday,2024-08-03 11:50:13,74
Haunted Mansion Holiday,2024-08-03 11:55:11,76
Haunted Mansion Holiday,2024-08-03 12:00:13,78
Haunted Mansion Holiday,2024-08-03 12:05:12,79
Haunted Mansion Holiday,2024-08-03 12:10:13,81
Haunted Mansion Holiday,2024-08-03 12:15:11,83
Haunted Mansion Holiday,2024-08-03 12:20:12,84
Haunted Mansion Holiday,2024-08-03 12:25:12,84
Haunted Mansion Holiday,2024-08-03 12:30:13,86
Haunted Mansion Holiday,2024-08-03 12:35:11,87
Haunted Mansion Holiday,2024-08-03 12:40:11,89
Haunted Mansion Holiday,2024-08-03 12:45:12,92
Haunted Mansion Holiday,2024-08-03 12:50:11,94
Haunted Mansion Holiday,2024-08-03 12:55:11,97
Haunted Mansion Holiday,2024-08-03 13:00:11,99
Haunted Mansion Holiday,2024-08-03 13:05:11,102
Haunted Mansion Holiday,2024-08-03 13:10:14,104
Haunted Mansion Holiday,2024-08-03 13:15:11,106
Haunted Mansion Holiday,2024-08-03 13:20:11,107
Haunted Mansion Holiday,2024-08-03 13:25:11,108
Haunted Mansion Holiday,2024-08-03 13:30:11,109
Haunted Mansion Holiday,2024-08-03 13:35:11,111
Haunted Mansion Holiday,2024-08-03 13:40:12,112
Haunted Mansion Holiday,2024-08-03 13:45:12,114
Haunted Mansion Holiday,2024-08-03 13:50:12,116
Haunted Mansion Holiday,2024-08-03 13:55:11,117
Haunted Mansion Holiday,2024-08-03 14:00:14,119
Haunted Mansion Holiday,2024-08-03 14:05:11,121
Haunted Mansion Holiday,2024-08-03 14:10:11,122
Haunted Mansion Holiday,2024-08-03 14:15:11,124
Haunted Mansion Holiday,2024-08-03 14:20:14,126
Haunted Mansion Holiday,2024-08-03 14:25:12,127
Haunted Mansion Holiday,2024-08-03 14:30:11,129
Haunted Mansion Holiday,2024-08-03 14:35:11,131
Haunted Mansion Holiday,2024-08-03 14:40:11,133
Haunted Mansion Holiday,2024-08-03 14:45:11,135
Haunted Mansion Holiday,2024-08-03 14:50:13,137
Haunted Mansion Holiday,2024-08-03 14:55:11,139
Haunted Mansion Holiday,2024-08-03 15:00:14,141
Haunted Mansion Holiday,2024-08-03 15:05:11,142
Haunted Mansion Holiday,2024-08-03 15:10:13,142
Haunted Mansion Holiday,2024-08-03 15:15:11,144
Haunted Mansion Holiday,2024-08-03 15:20:11,145
Haunted Mansion Holiday,2024-08-03 15:25:12,145
Haunted Mansion Holiday,2024-08-03 15:30:11,147
Haunted Mansion Holiday,2024-08-03 15:35:11,149
Haunted Mansion Holiday,2024-08-03 15:40:11,150
Haunted Mansion Holiday,2024-08-03 15:45:12,152
Haunted Mansion Holiday,2024-08-03 15:50:11,154
Haunted Mansion Holiday,2024-08-03 15:55:11,155
Haunted Mansion Holiday,2024-08-03 16:00:14,157
Haunted Mansion Holiday,2024-08-03 16:05:12,158
